order_number,customer_name,customer_email,product_name,product_sku,quantity,total_amount,order_date,shipping_status,tracking_number,carrier,delivery_address
#67384,Ronald Brooks,ronald.brooks98@yahoo.com,Docking Station,DS-125,3,449.97,2026-05-11,processing,,,"3572 Maple Dr, Honolulu, HI 96801"
#70293,Justin Long,justin.long76@outlook.com,Portable Monitor,PM-130,4,999.96,2026-04-28,pending,,,"5101 Elm St, Oklahoma City, OK 73101"
#57015,Melissa Foster,melissa.foster71@yahoo.com,CPU Cooler,CC-133,4,199.96,2026-01-23,shipped,3112332560,DHL,"2864 Hillside Rd, Oklahoma City, OK 73101"
#84295,Thomas Edwards,thomas.edwards37@yahoo.com,Wireless Charger,WCH-103,2,59.98,2025-12-03,delivered,24029267357111,Amazon Logistics,"6182 Broadway, Honolulu, HI 96801"
#39467,Carolyn Rodriguez,carolyn.rodriguez54@icloud.com,Laptop Stand,LS-700,4,183.96,2026-04-24,shipped,973768780197,FedEx,"5149 Elm St, Los Angeles, CA 90001"
#21290,Carolyn Hernandez,carolyn.hernandez52@icloud.com,USB Microphone,UM-110,2,179.98,2026-01-19,delivered,1Z3642561507380198,UPS,"1361 Pine Rd, Nashville, TN 37201"
#66312,Melissa Cook,melissa.cook39@outlook.com,Smartphone Gimbal,SG-129,4,439.96,2026-03-11,shipped,750230661107,FedEx,"6440 Oak Ave, Jacksonville, FL 32099"
#70894,Joseph Ramirez,joseph.ramirez96@proton.me,Portable Monitor,PM-130,3,749.97,2025-12-03,delivered,1Z0438376629230358,UPS,"3802 River Rd, Baltimore, MD 21201"
#13609,Steven Reed,steven.reed39@icloud.com,Portable SSD 1TB,SSD-102,2,219.98,2026-05-03,out_for_delivery,1Z8326157239645214,UPS,"9645 Hillside Rd, Richmond, VA 23218"
#81429,Sharon Cruz,sharon.cruz36@yahoo.com,Smartphone Gimbal,SG-129,3,329.97,2026-03-20,out_for_delivery,186738565873,FedEx,"1013 Washington Blvd, Memphis, TN 38101"
#51120,Larry Moore,larry.moore21@outlook.com,Standing Desk Mat,SDM-101,2,111.98,2026-03-16,processing,,,"9910 Forest Dr, Columbus, OH 43085"
#83185,Sharon Williams,sharon.williams87@yahoo.com,Mini Projector,MP-113,4,799.96,2025-12-25,shipped,42802913723478,LaserShip,"7776 Pine Rd, Jacksonville, FL 32099"
#66303,Nicholas Scott,nicholas.scott81@gmail.com,Gaming Headset,GH-123,1,119.99,2026-04-30,processing,,,"2311 Main St, Bakersfield, CA 93301"
#66926,William Lee,william.lee71@outlook.com,Noise Cancelling Headphones,NCH-600,4,519.96,2025-12-07,out_for_delivery,1Z8435418053876296,UPS,"7219 Maple Dr, Denver, CO 80201"
#58471,Laura Sullivan,laura.sullivan32@proton.me,Wireless Mouse,WM-100,2,99.98,2026-03-28,shipped,62944499811991,Amazon Logistics,"6528 Hillside Rd, Springfield, IL 62701"
#54600,Kathleen Johnson,kathleen.johnson17@outlook.com,Gaming Mouse,GM-122,4,279.96,2025-11-29,processing,,,"5570 Cedar Ln, El Paso, TX 79901"
#18840,Timothy Bell,timothy.bell85@yahoo.com,Bluetooth Speaker,BS-106,2,139.98,2025-12-29,delivered,53938369455693,LaserShip,"9139 Forest Dr, Austin, TX 73301"
#25141,Katherine Cooper,katherine.cooper60@yahoo.com,USB Microphone,UM-110,2,179.98,2026-01-24,delivered,443685576282,FedEx,"7389 Cedar Ln, Anaheim, CA 92801"
#83471,Richard Taylor,richard.taylor58@yahoo.com,Monitor Stand,MS-400,2,119.98,2025-12-27,processing,,,"1924 Broadway, Albuquerque, NM 87101"
#96431,Catherine Henderson,catherine.henderson37@hotmail.com,Green Screen,GS-127,4,183.96,2026-01-24,delivered,68653701475710,LaserShip,"7322 Willow Way, Denver, CO 80201"
#85056,Donald Martin,donald.martin64@outlook.com,Gaming Mouse,GM-122,2,139.98,2026-04-30,pending,,,"6878 Maple Dr, Minneapolis, MN 55401"
#33916,Jacob Jackson,jacob.jackson69@yahoo.com,CPU Cooler,CC-133,3,149.97,2026-05-17,delivered,51996841861561,Amazon Logistics,"5525 Hillside Rd, Corpus Christi, TX 78401"
#70238,Samantha Moore,samantha.moore2@hotmail.com,NVMe SSD 500GB,NVM-131,3,239.97,2026-03-08,processing,,,"9512 Hillside Rd, Philadelphia, PA 19101"
#78644,Maria Reed,maria.reed44@yahoo.com,Fitness Tracker,FT-120,4,359.96,2026-01-24,processing,,,"5529 Willow Way, El Paso, TX 79901"
#10281,Timothy Nelson,timothy.nelson81@gmail.com,Smart Plug,SP-104,3,59.97,2026-05-16,shipped,87960209394343654275,USPS,"5229 Lake Dr, Chicago, IL 60601"
#61703,Christine Moore,christine.moore29@outlook.com,Power Bank 20000mAh,PB-118,4,199.96,2026-01-19,delivered,8025798014,DHL,"9710 Willow Way, Miami, FL 33101"
#63428,Eric Perez,eric.perez44@yahoo.com,Ring Light 10inch,RL-105,3,149.97,2026-04-29,delivered,72173633693327857691,USPS,"6724 Park Ave, Salt Lake City, UT 84101"
#89529,Emma Sanchez,emma.sanchez76@icloud.com,Desk Organizer,DO-116,4,111.96,2025-12-20,shipped,73149622525157,Amazon Logistics,"6268 Highland Ave, Cincinnati, OH 45201"
#82796,George Flores,george.flores74@outlook.com,CPU Cooler,CC-133,2,99.98,2025-12-02,delivered,5659356789,DHL,"8944 Lakeview Dr, Indianapolis, IN 46201"
#82348,Paul Perez,paul.perez37@outlook.com,Laptop Stand,LS-700,1,45.99,2026-04-18,processing,,,"5086 Park Ave, Bakersfield, CA 93301"
#84398,Pamela Morgan,pamela.morgan23@gmail.com,Standing Desk Mat,SDM-101,1,55.99,2025-12-31,shipped,2143119337,DHL,"5191 Summit Ave, Detroit, MI 48201"
#65097,Elizabeth Turner,elizabeth.turner95@yahoo.com,Wireless Mouse,WM-100,4,199.96,2026-02-05,shipped,93757557046160,LaserShip,"7269 Lakeview Dr, Bakersfield, CA 93301"
#77784,Matthew Powell,matthew.powell4@outlook.com,Noise Cancelling Headphones,NCH-600,4,519.96,2026-05-04,delivered,8810634297,DHL,"3076 Valley Rd, New Orleans, LA 70112"
#78267,Sarah Reyes,sarah.reyes45@outlook.com,Standing Desk Mat,SDM-101,2,111.98,2026-04-27,delivered,768161542295,FedEx,"4155 Maple Dr, Baltimore, MD 21201"
#76983,Kathleen Long,kathleen.long3@icloud.com,Laptop Stand,LS-700,4,183.96,2026-03-19,delivered,0852021876,DHL,"4139 Main St, Atlanta, GA 30301"
#12400,Ryan Hill,ryan.hill22@yahoo.com,USB-C Hub,UCH-300,2,79.98,2026-04-04,pending,,,"6741 Pine Rd, San Jose, CA 95101"
#95342,Steven Nelson,steven.nelson50@proton.me,Standing Desk Mat,SDM-101,4,223.96,2025-12-27,shipped,96312733260113,LaserShip,"9742 Highland Ave, Bakersfield, CA 93301"
#70482,Anna Davis,anna.davis60@gmail.com,Gaming Headset,GH-123,1,119.99,2026-02-28,shipped,397129781801,FedEx,"9703 River Rd, Chicago, IL 60601"
#12340,Linda Adams,linda.adams57@gmail.com,Monitor Stand,MS-400,4,239.96,2025-12-05,returned,91116277753889104281,USPS,"9924 Park Ave, San Jose, CA 95101"
#86433,Jack Price,jack.price56@hotmail.com,Laptop Backpack,LB-117,4,319.96,2026-05-02,delivered,17862141560751971097,USPS,"6199 Washington Blvd, Miami, FL 33101"
#59756,Karen Watson,karen.watson55@proton.me,Wireless Charger,WCH-103,4,119.96,2025-12-20,delivered,1Z7872037288719239,UPS,"5245 Meadow Ln, Richmond, VA 23218"
#61906,Anna Martin,anna.martin92@outlook.com,Air Purifier,AP-115,1,129.99,2026-01-28,shipped,22568318538349822973,USPS,"3653 Forest Dr, San Jose, CA 95101"
#12076,Richard Hill,richard.hill95@proton.me,Ergonomic Chair,EC-900,3,899.97,2026-01-07,delivered,73341069255478,OnTrac,"9513 Broadway, Richmond, VA 23218"
#31904,Jerry Ramirez,jerry.ramirez10@yahoo.com,Shredder,SH-137,4,359.96,2026-02-24,delivered,1Z7776907430542949,UPS,"4179 Broadway, Cleveland, OH 44101"
#46032,Jeffrey Sanchez,jeffrey.sanchez24@proton.me,Laminator,LAM-138,1,39.99,2026-01-27,pending,,,"8589 Meadow Ln, Raleigh, NC 27601"
#76644,Carolyn Martinez,carolyn.martinez42@yahoo.com,Smart Bulb Pack,SBP-114,1,39.99,2026-02-13,processing,,,"572 Meadow Ln, Baltimore, MD 21201"
#70235,Justin Peterson,justin.peterson34@proton.me,Noise Cancelling Headphones,NCH-600,4,519.96,2026-05-04,shipped,1Z2279972099013678,UPS,"5726 Pine Rd, Tampa, FL 33601"
#93461,Timothy Fisher,timothy.fisher86@outlook.com,Stapler Heavy Duty,SHD-139,3,74.97,2026-03-09,shipped,1Z8091697155257207,UPS,"6387 Willow Way, Minneapolis, MN 55401"
#39411,Katherine Johnson,katherine.johnson86@gmail.com,Laptop Backpack,LB-117,3,239.97,2026-04-15,pending,,,"9478 Elm St, Los Angeles, CA 90001"
#53881,Robert Davis,robert.davis19@proton.me,Laptop Stand,LS-700,4,183.96,2026-03-24,pending,,,"5582 Main St, Raleigh, NC 27601"
#85300,Benjamin Edwards,benjamin.edwards71@proton.me,Tripod Stand,TS-128,4,159.96,2026-04-19,delivered,71440485643474,LaserShip,"9562 Forest Dr, Bakersfield, CA 93301"
#13367,Jason Foster,jason.foster81@outlook.com,CPU Cooler,CC-133,4,199.96,2026-01-14,delivered,67052753454635,Amazon Logistics,"1849 Oak Ave, Charlotte, NC 28201"
#63639,Frank Kelly,frank.kelly10@outlook.com,Green Screen,GS-127,4,183.96,2026-03-15,cancelled,,,"4671 Summit Ave, Honolulu, HI 96801"
#48750,George Taylor,george.taylor41@hotmail.com,Tripod Stand,TS-128,3,119.97,2026-01-01,shipped,31036210300872763253,USPS,"6571 Cedar Ln, San Jose, CA 95101"
#60114,Steven Garcia,steven.garcia27@hotmail.com,Capture Card,CC-126,2,179.98,2026-04-11,delivered,843985417077,FedEx,"2924 Washington Blvd, El Paso, TX 79901"
#75633,Rebecca Walker,rebecca.walker20@proton.me,Docking Station,DS-125,1,149.99,2025-12-13,shipped,94276902221993474651,USPS,"668 Hillside Rd, Cleveland, OH 44101"
#44252,Pamela Gomez,pamela.gomez29@gmail.com,Webcam HD 1080p,WC-500,2,159.98,2026-04-05,returned,1Z3192388305181858,UPS,"6377 Maple Dr, Salt Lake City, UT 84101"
#88629,Janet Miller,janet.miller6@icloud.com,RAM 16GB DDR4,RAM-132,2,119.98,2026-02-14,pending,,,"9884 Forest Dr, Chicago, IL 60601"
#32509,Heather Peterson,heather.peterson36@yahoo.com,CPU Cooler,CC-133,1,49.99,2026-01-03,cancelled,,,"1866 Meadow Ln, Minneapolis, MN 55401"
#35770,Katherine Turner,katherine.turner43@outlook.com,Ergonomic Chair,EC-900,1,299.99,2026-05-17,delivered,70166314155011148745,USPS,"4352 Elm St, St. Louis, MO 63101"
#87712,Elizabeth Reyes,elizabeth.reyes4@hotmail.com,Surge Protector,SP2-135,4,131.96,2026-05-09,shipped,81777929360512927248,USPS,"9116 Pine Rd, Columbus, OH 43085"
#23771,Stephanie Barnes,stephanie.barnes98@gmail.com,Power Bank 20000mAh,PB-118,2,99.98,2026-01-29,returned,85760181660478,LaserShip,"9536 Valley Rd, Columbus, OH 43085"
#11962,Kevin Richardson,kevin.richardson44@outlook.com,Laminator,LAM-138,2,79.98,2026-02-22,delivered,265927846401,FedEx,"5391 Forest Dr, Nashville, TN 37201"
#79500,Raymond Torres,raymond.torres28@icloud.com,Noise Cancelling Headphones,NCH-600,1,129.99,2026-04-02,shipped,29004910913934,Amazon Logistics,"6389 Sunset Blvd, Portland, OR 97201"
#96751,Andrew Moore,andrew.moore13@gmail.com,Phone Stand,PS-107,3,44.97,2026-03-13,delivered,1Z9728868097796520,UPS,"825 Main St, Raleigh, NC 27601"
#88192,Justin Lee,justin.lee20@outlook.com,Ergonomic Chair,EC-900,1,299.99,2026-05-20,processing,,,"4209 Elm St, Los Angeles, CA 90001"
#26908,Anna Robinson,anna.robinson55@hotmail.com,Surge Protector,SP2-135,4,131.96,2025-12-04,delivered,62040483481118,OnTrac,"6971 Cedar Ln, Las Vegas, NV 89101"
#59300,Raymond Russell,raymond.russell71@gmail.com,Smart Plug,SP-104,2,39.98,2026-05-05,delivered,1Z4673614545072495,UPS,"6908 Forest Dr, Indianapolis, IN 46201"
#29845,Jack Kelly,jack.kelly48@hotmail.com,4K Webcam,4KW-112,3,449.97,2025-12-06,shipped,21144604512537,OnTrac,"7703 Lakeview Dr, Arlington, TX 76001"
#47898,Daniel Lewis,daniel.lewis72@yahoo.com,CPU Cooler,CC-133,3,149.97,2025-12-05,processing,,,"3950 Lakeview Dr, Oklahoma City, OK 73101"
#14712,Cynthia Garcia,cynthia.garcia5@hotmail.com,Mechanical Numpad,MN-124,2,111.98,2026-01-28,pending,,,"3694 Broadway, Columbus, OH 43085"
#18520,William Jenkins,william.jenkins40@proton.me,Portable SSD 1TB,SSD-102,4,439.96,2026-01-09,cancelled,,,"517 Broadway, Omaha, NE 68101"
#40365,Matthew Fisher,matthew.fisher7@icloud.com,Stapler Heavy Duty,SHD-139,2,49.98,2025-12-24,out_for_delivery,1Z9763156108574960,UPS,"8271 Broadway, Richmond, VA 23218"
#66023,Helen Watson,helen.watson10@yahoo.com,Monitor Stand,MS-400,1,59.99,2026-01-22,delivered,41030321568081326308,USPS,"5963 Summit Ave, Pittsburgh, PA 15201"
#89852,Katherine Ross,katherine.ross60@gmail.com,Ergonomic Chair,EC-900,2,599.98,2026-04-13,shipped,52167239964872,Amazon Logistics,"1066 River Rd, Richmond, VA 23218"
#81162,Jerry Morris,jerry.morris40@gmail.com,Smart Plug,SP-104,4,79.96,2026-05-17,shipped,460289340663,FedEx,"3095 Forest Dr, Jacksonville, FL 32099"
#33240,Jonathan Rivera,jonathan.rivera38@proton.me,Stapler Heavy Duty,SHD-139,4,99.96,2026-03-19,shipped,00757181782320,LaserShip,"6197 Broadway, Philadelphia, PA 19101"
#19545,Dorothy Adams,dorothy.adams61@icloud.com,Docking Station,DS-125,3,449.97,2025-12-12,processing,,,"906 Pine Rd, Denver, CO 80201"
#74515,Joseph James,joseph.james74@yahoo.com,NVMe SSD 500GB,NVM-131,1,79.99,2025-11-27,pending,,,"9661 Forest Dr, Dallas, TX 75201"
#10677,Amanda Robinson,amanda.robinson80@proton.me,Laptop Stand,LS-700,3,137.97,2026-05-05,shipped,26897956929767,OnTrac,"2814 River Rd, El Paso, TX 79901"
#37259,Joshua Ross,joshua.ross99@proton.me,Gaming Headset,GH-123,4,479.96,2025-12-31,shipped,1Z7506241494472841,UPS,"5213 Cedar Ln, Indianapolis, IN 46201"
#43557,Nicole Hill,nicole.hill47@outlook.com,Smartphone Gimbal,SG-129,3,329.97,2026-01-03,pending,,,"9803 Elm St, Albuquerque, NM 87101"
#44391,Donna Morris,donna.morris31@proton.me,Standing Desk Mat,SDM-101,1,55.99,2026-05-21,delivered,27056099356193,Amazon Logistics,"8210 Maple Dr, Richmond, VA 23218"
#22947,John Ward,john.ward3@proton.me,Smartwatch,SW-119,4,799.96,2026-01-18,out_for_delivery,1543792859,DHL,"1983 Sunset Blvd, Salt Lake City, UT 84101"
#30612,Mary Jenkins,mary.jenkins83@proton.me,Monitor Stand,MS-400,4,239.96,2026-04-22,shipped,75162609106618,LaserShip,"5576 Maple Dr, Memphis, TN 38101"
#46922,Ryan Myers,ryan.myers11@icloud.com,Laminator,LAM-138,2,79.98,2026-05-09,processing,,,"2189 Park Ave, Austin, TX 73301"
#31047,Sandra Jenkins,sandra.jenkins39@yahoo.com,Shredder,SH-137,2,179.98,2025-12-10,delivered,1Z5620396808209826,UPS,"7245 Highland Ave, Houston, TX 77001"
#99940,Janet Nelson,janet.nelson59@icloud.com,Desk Organizer,DO-116,1,27.99,2025-11-22,out_for_delivery,1Z4735444604435334,UPS,"4541 Park Ave, Charlotte, NC 28201"
#83887,Katherine Russell,katherine.russell7@outlook.com,Cable Organizer Kit,COK-134,3,53.97,2025-12-13,delivered,94473237171285,Amazon Logistics,"1909 Elm St, Charlotte, NC 28201"
#24201,Brenda Brooks,brenda.brooks58@hotmail.com,Drawing Tablet,DT-111,3,479.97,2026-03-14,shipped,566996006550,FedEx,"9003 Lake Dr, Las Vegas, NV 89101"
#56690,Sharon Clark,sharon.clark3@yahoo.com,Portable SSD 1TB,SSD-102,1,109.99,2026-01-08,shipped,563197971847,FedEx,"3064 Park Ave, Memphis, TN 38101"
#16268,Samantha Phillips,samantha.phillips68@yahoo.com,Air Purifier,AP-115,2,259.98,2026-02-03,shipped,64769935152661071007,USPS,"8389 Lake Dr, Sacramento, CA 95814"
